College,Branch,Year,Avg_Package_LPA,Max_Package_LPA,NIRF_Rank,Top_Companies
SJBIT,Civil Engineering,2024,5.7,17.4,193,"ABB, L&T, Bosch"
SJBIT,Artificial Intelligence and Data Science,2023,4.6,20.1,152,"Microsoft, Adobe, Amazon"
SJBIT,Artificial Intelligence and Data Science,2024,6.8,51.5,182,"Infosys, Flipkart, Microsoft"
SJBIT,Biotechnology,2023,7.9,48.9,158,"Biocon, Novartis, Cipla"
SJBIT,Biotechnology,2024,9.0,19.7,126,"Pfizer, Biocon, Cipla"
SJBIT,Data Science,2023,5.6,30.7,110,"TCS, Wipro, Adobe"
SJBIT,Data Science,2024,8.0,39.1,156,"Infosys, Google, Cisco"
SJBIT,Robotics and Automation Engineering,2023,6.8,22.1,141,"Boeing, ISRO, DRDO"
SJBIT,Robotics and Automation Engineering,2024,8.9,41.2,117,"Safran, ISRO, Airbus"
SJBIT,Aerospace Engineering,2023,8.3,18.4,207,"ISRO, DRDO, Airbus"
SJBIT,Aerospace Engineering,2024,4.4,24.9,185,"DRDO, ISRO, Safran"
SJBIT,Chemical Engineering,2023,3.6,31.6,68,"Cipla, Serum Institute, Biocon"
SJBIT,Chemical Engineering,2024,9.9,22.4,125,"Novartis, Serum Institute, Cipla"
AIT,Computer Science and Engineering,2023,8.2,50.6,168,"Google, Cisco, Flipkart"
AIT,Computer Science and Engineering,2024,4.1,31.3,190,"Infosys, Google, Cisco"
AIT,Information Science and Engineering,2023,10.0,50.0,194,"L&T, Cisco, Siemens"
AIT,Information Science and Engineering,2024,9.5,14.7,177,"HAL, GE, L&T"
AIT,Electronics and Communication Engineering,2023,8.7,28.9,115,"ABB, L&T, Bosch"
AIT,Electronics and Communication Engineering,2024,9.7,25.4,199,"L&T, Bosch, Siemens"
AIT,Electrical and Electronics Engineering,2023,3.2,32.3,122,"Bosch, Tata Motors, Siemens"
AIT,Electrical and Electronics Engineering,2024,8.1,31.4,190,"GE, ABB, BEL"
AIT,Mechanical Engineering,2023,8.7,36.9,284,"Bosch, ABB, Siemens"
AIT,Mechanical Engineering,2024,5.9,25.5,249,"Siemens, L&T, ABB"
AIT,Civil Engineering,2023,4.1,23.1,101,"ABB, GE, L&T"
AIT,Civil Engineering,2024,3.6,31.9,239,"HAL, ABB, GE"
AIT,Artificial Intelligence and Data Science,2023,9.6,18.1,300,"Infosys, SAP Labs, Google"
AIT,Artificial Intelligence and Data Science,2024,4.0,36.3,71,"Adobe, Infosys, SAP Labs"
AIT,Biotechnology,2023,4.0,44.0,103,"Novartis, Cipla, Serum Institute"
AIT,Biotechnology,2024,9.4,31.9,165,"Serum Institute, Pfizer, Biocon"
AIT,Data Science,2023,5.9,37.1,182,"Cisco, SAP Labs, Adobe"
AIT,Data Science,2024,6.4,49.0,287,"Flipkart, Infosys, Wipro"
AIT,Robotics and Automation Engineering,2023,4.2,42.7,115,"Airbus, DRDO, ISRO"
AIT,Robotics and Automation Engineering,2024,9.5,38.4,260,"DRDO, Airbus, Boeing"
AIT,Aerospace Engineering,2023,7.5,37.6,281,"Boeing, Safran, ISRO"
AIT,Aerospace Engineering,2024,7.0,27.8,138,"DRDO, Safran, ISRO"
AIT,Chemical Engineering,2023,3.7,12.4,190,"Cipla, Serum Institute, Biocon"
AIT,Chemical Engineering,2024,5.3,18.7,152,"Serum Institute, Cipla, Biocon"
GIT,Computer Science and Engineering,2023,9.3,40.2,144,"Flipkart, Microsoft, SAP Labs"
GIT,Computer Science and Engineering,2024,9.4,32.6,62,"TCS, Infosys, Google"
GIT,Information Science and Engineering,2023,5.6,35.6,277,"Siemens, BEL, Tata Motors"
GIT,Information Science and Engineering,2024,9.1,52.3,274,"HAL, Siemens, BEL"
GIT,Electronics and Communication Engineering,2023,3.6,32.2,131,"HAL, BEL, ABB"
GIT,Electronics and Communication Engineering,2024,7.1,38.7,205,"Bosch, L&T, Siemens"
GIT,Electrical and Electronics Engineering,2023,9.1,24.5,262,"ABB, HAL, Bosch"
GIT,Electrical and Electronics Engineering,2024,4.5,31.1,108,"ABB, HAL, Tata Motors"
GIT,Mechanical Engineering,2023,4.7,44.9,193,"Siemens, Tata Motors, ABB"
GIT,Mechanical Engineering,2024,4.7,28.7,121,"Bosch, HAL, Tata Motors"
GIT,Civil Engineering,2023,4.4,37.5,86,"Tata Motors, BEL, ABB"
GIT,Civil Engineering,2024,8.7,40.6,52,"HAL, BEL, ABB"
GIT,Artificial Intelligence and Data Science,2023,5.8,46.2,68,"Amazon, Google, Wipro"
GIT,Artificial Intelligence and Data Science,2024,9.7,20.0,273,"Adobe, Microsoft, Flipkart"
GIT,Biotechnology,2023,6.1,21.9,84,"Pfizer, Serum Institute, Biocon"
GIT,Biotechnology,2024,5.9,14.1,245,"Novartis, Biocon, Serum Institute"
GIT,Data Science,2023,9.4,19.7,122,"Microsoft, Google, Cisco"
GIT,Data Science,2024,6.5,24.4,266,"Adobe, Microsoft, Amazon"
GIT,Robotics and Automation Engineering,2023,4.0,44.2,279,"Airbus, ISRO, DRDO"
GIT,Robotics and Automation Engineering,2024,8.8,42.2,216,"DRDO, Boeing, ISRO"
GIT,Aerospace Engineering,2023,3.0,37.5,264,"Safran, Boeing, ISRO"
GIT,Aerospace Engineering,2024,5.0,47.2,211,"ISRO, DRDO, Boeing"
GIT,Chemical Engineering,2023,9.4,49.5,114,"Serum Institute, Pfizer, Cipla"
GIT,Chemical Engineering,2024,9.4,16.5,227,"Novartis, Serum Institute, Cipla"
RNSIT,Computer Science and Engineering,2023,6.3,38.4,297,"TCS, Microsoft, Google"
RNSIT,Computer Science and Engineering,2024,6.8,36.5,99,"Adobe, Infosys, Amazon"
RNSIT,Information Science and Engineering,2023,3.9,48.7,232,"Cisco, Tata Motors, Google"
RNSIT,Information Science and Engineering,2024,6.9,46.6,299,"Infosys, Microsoft, Flipkart"
RNSIT,Electronics and Communication Engineering,2023,8.4,20.8,77,"ABB, Bosch, Tata Motors"
RNSIT,Electronics and Communication Engineering,2024,9.2,50.4,95,"Bosch, Siemens, L&T"
RNSIT,Electrical and Electronics Engineering,2023,7.9,40.2,138,"ABB, Siemens, HAL"
RNSIT,Electrical and Electronics Engineering,2024,4.8,13.6,105,"BEL, Bosch, ABB"
RNSIT,Mechanical Engineering,2023,9.2,16.6,102,"L&T, GE, Siemens"
RNSIT,Mechanical Engineering,2024,8.4,45.1,91,"GE, L&T, ABB"
RNSIT,Civil Engineering,2023,9.6,20.1,119,"HAL, Siemens, GE"
RNSIT,Civil Engineering,2024,3.6,24.8,260,"ABB, BEL, GE"
RNSIT,Artificial Intelligence and Data Science,2023,4.7,34.0,51,"SAP Labs, TCS, Adobe"
RNSIT,Artificial Intelligence and Data Science,2024,7.2,39.5,110,"Infosys, Google, Amazon"
RNSIT,Biotechnology,2023,3.6,33.6,141,"Novartis, Cipla, Serum Institute"
RNSIT,Biotechnology,2024,6.4,43.0,74,"Pfizer, Cipla, Serum Institute"
RNSIT,Data Science,2023,6.1,36.2,74,"Adobe, Wipro, Amazon"
RNSIT,Data Science,2024,3.4,27.1,221,"Flipkart, Infosys, TCS"
RNSIT,Robotics and Automation Engineering,2023,7.1,24.8,79,"Airbus, Safran, ISRO"
RNSIT,Robotics and Automation Engineering,2024,9.6,28.6,138,"Safran, DRDO, Airbus"
RNSIT,Aerospace Engineering,2023,9.0,18.5,247,"Airbus, Boeing, ISRO"
RNSIT,Aerospace Engineering,2024,4.6,39.7,58,"Safran, ISRO, Boeing"
RNSIT,Chemical Engineering,2023,3.6,8.7,261,"Pfizer, Novartis, Serum Institute"
RNSIT,Chemical Engineering,2024,7.5,32.1,107,"Cipla, Pfizer, Novartis"
AEC,Computer Science and Engineering,2023,5.6,23.5,293,"Cisco, Infosys, Adobe"
AEC,Computer Science and Engineering,2024,3.7,41.7,116,"Wipro, SAP Labs, Flipkart"
AEC,Information Science and Engineering,2023,6.2,37.9,212,"GE, Bosch, Amazon"
AEC,Information Science and Engineering,2024,8.6,48.3,93,"Adobe, Siemens, Google"
AEC,Electronics and Communication Engineering,2023,9.7,26.5,218,"HAL, L&T, BEL"
AEC,Electronics and Communication Engineering,2024,6.3,25.2,205,"ABB, Bosch, BEL"
AEC,Electrical and Electronics Engineering,2023,6.6,18.2,210,"L&T, HAL, ABB"
AEC,Electrical and Electronics Engineering,2024,9.4,49.0,190,"Bosch, ABB, Siemens"
AEC,Mechanical Engineering,2023,6.8,17.5,258,"Tata Motors, HAL, Siemens"
AEC,Mechanical Engineering,2024,8.2,41.9,216,"Siemens, Tata Motors, L&T"
AEC,Civil Engineering,2023,4.8,39.8,173,"GE, Siemens, HAL"
AEC,Civil Engineering,2024,7.1,43.1,184,"BEL, GE, ABB"
AEC,Artificial Intelligence and Data Science,2023,5.6,12.4,117,"Google, Flipkart, SAP Labs"
AEC,Artificial Intelligence and Data Science,2024,6.6,18.6,261,"Microsoft, Google, Wipro"
AEC,Biotechnology,2023,4.9,40.8,178,"Serum Institute, Novartis, Biocon"
AEC,Biotechnology,2024,8.4,22.2,76,"Serum Institute, Cipla, Novartis"
AEC,Data Science,2023,8.8,35.2,91,"TCS, Infosys, Adobe"
AEC,Data Science,2024,3.1,10.3,180,"Google, Wipro, Infosys"
AEC,Robotics and Automation Engineering,2023,3.5,26.4,268,"DRDO, Airbus, Safran"
AEC,Robotics and Automation Engineering,2024,4.0,39.9,205,"Boeing, ISRO, Safran"
AEC,Aerospace Engineering,2023,5.6,43.1,299,"Boeing, ISRO, Safran"
AEC,Aerospace Engineering,2024,7.7,48.3,102,"DRDO, Boeing, Airbus"
AEC,Chemical Engineering,2023,5.5,11.7,75,"Cipla, Serum Institute, Novartis"
AEC,Chemical Engineering,2024,4.1,47.0,163,"Novartis, Serum Institute, Biocon"
NCET,Computer Science and Engineering,2023,6.6,35.1,293,"Wipro, Amazon, Flipkart"
NCET,Computer Science and Engineering,2024,8.4,43.2,250,"Microsoft, Flipkart, TCS"
NCET,Information Science and Engineering,2023,5.7,19.3,102,"SAP Labs, Amazon, Wipro"
NCET,Information Science and Engineering,2024,6.1,41.2,112,"GE, ABB, Microsoft"
NCET,Electronics and Communication Engineering,2023,8.1,31.7,181,"Siemens, GE, Tata Motors"
NCET,Electronics and Communication Engineering,2024,6.9,42.3,237,"ABB, Bosch, GE"
NCET,Electrical and Electronics Engineering,2023,8.8,19.3,199,"Bosch, BEL, ABB"
NCET,Electrical and Electronics Engineering,2024,6.3,22.9,275,"L&T, HAL, GE"
NCET,Mechanical Engineering,2023,6.9,37.6,191,"Tata Motors, L&T, BEL"
NCET,Mechanical Engineering,2024,5.1,14.8,84,"GE, ABB, Siemens"
NCET,Civil Engineering,2023,7.3,18.3,70,"L&T, GE, HAL"
NCET,Civil Engineering,2024,8.6,36.7,242,"HAL, Siemens, ABB"
NCET,Artificial Intelligence and Data Science,2023,5.2,29.5,286,"TCS, Google, Infosys"
NCET,Artificial Intelligence and Data Science,2024,9.4,29.7,80,"Adobe, Wipro, TCS"
NCET,Biotechnology,2023,6.8,29.3,237,"Pfizer, Biocon, Serum Institute"
NCET,Biotechnology,2024,3.9,11.3,250,"Serum Institute, Biocon, Novartis"
NCET,Data Science,2023,9.0,33.2,176,"Cisco, Amazon, Flipkart"
NCET,Data Science,2024,6.8,16.1,142,"Adobe, Google, TCS"
NCET,Robotics and Automation Engineering,2023,6.0,11.7,294,"Safran, Boeing, Airbus"
NCET,Robotics and Automation Engineering,2024,4.8,15.1,227,"DRDO, Airbus, ISRO"
NCET,Aerospace Engineering,2023,8.0,52.9,141,"Safran, Boeing, Airbus"
NCET,Aerospace Engineering,2024,9.1,17.9,69,"ISRO, Boeing, Safran"
NCET,Chemical Engineering,2023,3.2,25.0,173,"Biocon, Novartis, Serum Institute"
NCET,Chemical Engineering,2024,3.3,16.4,70,"Novartis, Pfizer, Serum Institute"
SJBCE,Computer Science and Engineering,2023,8.2,43.0,55,"SAP Labs, Cisco, Flipkart"
SJBCE,Computer Science and Engineering,2024,8.4,47.2,208,"SAP Labs, TCS, Wipro"
SJBCE,Information Science and Engineering,2023,4.9,46.3,56,"HAL, BEL, GE"
SJBCE,Information Science and Engineering,2024,7.8,20.7,148,"SAP Labs, Bosch, Infosys"
SJBCE,Electronics and Communication Engineering,2023,9.7,26.0,187,"Tata Motors, ABB, Bosch"
SJBCE,Electronics and Communication Engineering,2024,8.2,16.4,133,"Siemens, L&T, HAL"
SJBCE,Electrical and Electronics Engineering,2023,8.8,45.9,234,"HAL, ABB, L&T"
SJBCE,Electrical and Electronics Engineering,2024,8.9,14.3,251,"Bosch, Tata Motors, ABB"
SJBCE,Mechanical Engineering,2023,9.4,53.5,57,"Tata Motors, Siemens, BEL"
SJBCE,Mechanical Engineering,2024,5.2,30.8,74,"ABB, L&T, Bosch"
SJBCE,Civil Engineering,2023,8.7,49.6,197,"Bosch, BEL, GE"
SJBCE,Civil Engineering,2024,8.2,46.5,222,"HAL, ABB, Siemens"
SJBCE,Artificial Intelligence and Data Science,2023,8.7,17.1,170,"Infosys, Amazon, Cisco"
SJBCE,Artificial Intelligence and Data Science,2024,7.2,19.2,50,"Google, Infosys, Microsoft"
SJBCE,Biotechnology,2023,6.5,33.4,166,"Serum Institute, Biocon, Cipla"
SJBCE,Biotechnology,2024,6.3,14.7,289,"Cipla, Pfizer, Biocon"
SJBCE,Data Science,2023,9.3,26.2,146,"Adobe, TCS, Amazon"
SJBCE,Data Science,2024,6.3,15.7,193,"Flipkart, Wipro, TCS"
SJBCE,Robotics and Automation Engineering,2023,9.7,22.6,95,"Safran, DRDO, Airbus"
SJBCE,Robotics and Automation Engineering,2024,9.7,47.7,213,"DRDO, Boeing, Safran"
SJBCE,Aerospace Engineering,2023,8.6,17.4,249,"Boeing, Airbus, ISRO"
SJBCE,Aerospace Engineering,2024,5.4,49.5,218,"DRDO, ISRO, Boeing"
SJBCE,Chemical Engineering,2023,7.2,32.6,179,"Pfizer, Biocon, Novartis"
SJBCE,Chemical Engineering,2024,9.3,46.2,117,"Biocon, Pfizer, Cipla"
AECMandya,Computer Science and Engineering,2023,3.3,9.8,85,"Infosys, Microsoft, Google"
AECMandya,Computer Science and Engineering,2024,8.4,46.6,254,"Microsoft, Infosys, Adobe"
AECMandya,Information Science and Engineering,2023,5.4,12.7,168,"Infosys, SAP Labs, Google"
AECMandya,Information Science and Engineering,2024,9.2,50.7,233,"Google, Tata Motors, Amazon"
AECMandya,Electronics and Communication Engineering,2023,5.2,17.5,170,"HAL, Bosch, Tata Motors"
AECMandya,Electronics and Communication Engineering,2024,7.5,49.5,197,"Tata Motors, Siemens, L&T"
AECMandya,Electrical and Electronics Engineering,2023,7.1,12.9,78,"L&T, HAL, GE"
AECMandya,Electrical and Electronics Engineering,2024,3.5,9.5,69,"L&T, BEL, Tata Motors"
AECMandya,Mechanical Engineering,2023,6.2,18.6,120,"Siemens, ABB, L&T"
AECMandya,Mechanical Engineering,2024,7.7,23.3,178,"Bosch, ABB, Tata Motors"
AECMandya,Civil Engineering,2023,7.3,46.4,152,"GE, Bosch, ABB"
AECMandya,Civil Engineering,2024,3.3,25.0,98,"ABB, BEL, Siemens"
AECMandya,Artificial Intelligence and Data Science,2023,7.8,22.1,158,"Amazon, TCS, Flipkart"
AECMandya,Artificial Intelligence and Data Science,2024,3.6,48.1,213,"Cisco, Wipro, SAP Labs"
AECMandya,Biotechnology,2023,8.8,25.8,67,"Pfizer, Biocon, Serum Institute"
AECMandya,Biotechnology,2024,9.4,47.4,115,"Novartis, Biocon, Cipla"
AECMandya,Data Science,2023,9.2,42.8,231,"SAP Labs, Cisco, TCS"
AECMandya,Data Science,2024,4.6,29.3,218,"Wipro, Adobe, Google"
AECMandya,Robotics and Automation Engineering,2023,9.2,23.0,81,"Boeing, ISRO, Safran"
AECMandya,Robotics and Automation Engineering,2024,6.2,30.8,215,"ISRO, DRDO, Boeing"
AECMandya,Aerospace Engineering,2023,4.8,49.5,197,"DRDO, Boeing, ISRO"
AECMandya,Aerospace Engineering,2024,3.5,41.1,119,"Boeing, ISRO, Safran"
AECMandya,Chemical Engineering,2023,4.9,21.6,157,"Serum Institute, Novartis, Pfizer"
AECMandya,Chemical Engineering,2024,9.8,34.2,260,"Serum Institute, Pfizer, Cipla"
CITGubbi,Computer Science and Engineering,2023,9.4,47.2,162,"Amazon, Wipro, SAP Labs"
CITGubbi,Computer Science and Engineering,2024,5.0,12.2,183,"TCS, Amazon, Cisco"
CITGubbi,Information Science and Engineering,2023,6.1,25.8,69,"TCS, HAL, Adobe"
CITGubbi,Information Science and Engineering,2024,4.3,48.5,62,"ABB, Siemens, GE"
CITGubbi,Electronics and Communication Engineering,2023,8.8,39.1,77,"ABB, HAL, Bosch"
CITGubbi,Electronics and Communication Engineering,2024,7.3,46.9,254,"BEL, Bosch, Tata Motors"
CITGubbi,Electrical and Electronics Engineering,2023,8.7,50.1,87,"Siemens, BEL, L&T"
CITGubbi,Electrical and Electronics Engineering,2024,3.5,29.4,76,"HAL, L&T, Bosch"
CITGubbi,Mechanical Engineering,2023,8.8,35.7,54,"L&T, HAL, BEL"
CITGubbi,Mechanical Engineering,2024,8.8,17.4,118,"HAL, BEL, GE"
CITGubbi,Civil Engineering,2023,3.7,39.8,199,"Tata Motors, L&T, BEL"
CITGubbi,Civil Engineering,2024,6.7,38.4,200,"GE, L&T, Tata Motors"
CITGubbi,Artificial Intelligence and Data Science,2023,9.3,50.1,172,"Google, Adobe, SAP Labs"
CITGubbi,Artificial Intelligence and Data Science,2024,6.8,38.0,226,"Google, Adobe, Amazon"
CITGubbi,Biotechnology,2023,3.9,45.3,272,"Novartis, Cipla, Pfizer"
CITGubbi,Biotechnology,2024,5.2,43.1,230,"Cipla, Serum Institute, Pfizer"
CITGubbi,Data Science,2023,3.7,19.2,60,"TCS, Flipkart, Adobe"
CITGubbi,Data Science,2024,10.0,50.3,109,"Infosys, Microsoft, Amazon"
CITGubbi,Robotics and Automation Engineering,2023,8.3,33.7,70,"DRDO, ISRO, Boeing"
CITGubbi,Robotics and Automation Engineering,2024,7.8,14.1,249,"Airbus, Boeing, ISRO"
CITGubbi,Aerospace Engineering,2023,3.3,13.0,292,"Safran, ISRO, Boeing"
CITGubbi,Aerospace Engineering,2024,8.7,49.7,239,"Boeing, DRDO, Airbus"
CITGubbi,Chemical Engineering,2023,4.6,22.4,277,"Serum Institute, Biocon, Novartis"
CITGubbi,Chemical Engineering,2024,9.1,22.9,144,"Biocon, Serum Institute, Cipla"
GMIT,Computer Science and Engineering,2023,8.6,39.2,161,"SAP Labs, Cisco, Google"
GMIT,Computer Science and Engineering,2024,5.5,35.3,217,"Google, TCS, SAP Labs"
GMIT,Information Science and Engineering,2023,6.8,51.5,158,"Microsoft, SAP Labs, BEL"
GMIT,Information Science and Engineering,2024,4.0,39.4,140,"Wipro, Tata Motors, Cisco"
GMIT,Electronics and Communication Engineering,2023,3.2,39.5,157,"HAL, Siemens, BEL"
GMIT,Electronics and Communication Engineering,2024,4.4,31.9,230,"HAL, Bosch, BEL"
GMIT,Electrical and Electronics Engineering,2023,6.9,51.0,74,"Tata Motors, HAL, ABB"
GMIT,Electrical and Electronics Engineering,2024,5.8,24.8,110,"HAL, L&T, GE"
GMIT,Mechanical Engineering,2023,7.1,51.8,195,"L&T, ABB, Bosch"
GMIT,Mechanical Engineering,2024,8.9,44.7,210,"ABB, HAL, L&T"
GMIT,Civil Engineering,2023,6.8,49.5,179,"ABB, Siemens, GE"
GMIT,Civil Engineering,2024,4.9,28.9,268,"ABB, L&T, HAL"
GMIT,Artificial Intelligence and Data Science,2023,4.5,20.9,196,"Amazon, Adobe, Microsoft"
GMIT,Artificial Intelligence and Data Science,2024,5.1,20.9,272,"Adobe, Flipkart, Microsoft"
GMIT,Biotechnology,2023,4.5,20.0,99,"Biocon, Cipla, Pfizer"
GMIT,Biotechnology,2024,4.2,41.8,225,"Serum Institute, Pfizer, Cipla"
GMIT,Data Science,2023,8.8,26.4,79,"Wipro, Adobe, Cisco"
GMIT,Data Science,2024,4.6,24.3,174,"Flipkart, Microsoft, Wipro"
GMIT,Robotics and Automation Engineering,2023,7.9,23.6,59,"Airbus, ISRO, Boeing"
GMIT,Robotics and Automation Engineering,2024,3.6,40.2,271,"DRDO, ISRO, Boeing"
GMIT,Aerospace Engineering,2023,9.1,52.7,207,"ISRO, DRDO, Safran"
GMIT,Aerospace Engineering,2024,5.6,26.9,299,"Airbus, Boeing, DRDO"
GMIT,Chemical Engineering,2023,6.5,31.4,107,"Pfizer, Serum Institute, Novartis"
GMIT,Chemical Engineering,2024,4.2,40.2,116,"Biocon, Novartis, Serum Institute"
BMIT,Computer Science and Engineering,2023,7.2,38.8,151,"Amazon, SAP Labs, Cisco"
BMIT,Computer Science and Engineering,2024,9.4,32.6,219,"TCS, Microsoft, Google"
BMIT,Information Science and Engineering,2023,6.3,11.8,247,"Tata Motors, Bosch, Google"
BMIT,Information Science and Engineering,2024,4.0,36.1,265,"Amazon, ABB, Microsoft"
BMIT,Electronics and Communication Engineering,2023,8.6,46.7,82,"Siemens, L&T, HAL"
BMIT,Electronics and Communication Engineering,2024,4.8,40.9,108,"Tata Motors, GE, HAL"
BMIT,Electrical and Electronics Engineering,2023,3.0,29.7,186,"L&T, Siemens, HAL"
BMIT,Electrical and Electronics Engineering,2024,5.2,48.1,262,"Bosch, GE, ABB"
BMIT,Mechanical Engineering,2023,9.6,22.3,152,"GE, BEL, ABB"
BMIT,Mechanical Engineering,2024,6.9,43.4,84,"Bosch, Siemens, ABB"
BMIT,Civil Engineering,2023,9.4,44.4,127,"HAL, BEL, L&T"
BMIT,Civil Engineering,2024,3.7,39.3,158,"Bosch, ABB, GE"
BMIT,Artificial Intelligence and Data Science,2023,8.0,14.4,181,"Infosys, Microsoft, Flipkart"
BMIT,Artificial Intelligence and Data Science,2024,6.2,40.6,147,"Flipkart, Infosys, Cisco"
BMIT,Biotechnology,2023,9.4,38.1,234,"Biocon, Novartis, Cipla"
BMIT,Biotechnology,2024,5.9,19.3,60,"Biocon, Novartis, Serum Institute"
BMIT,Data Science,2023,4.4,11.6,225,"Microsoft, Wipro, Flipkart"
BMIT,Data Science,2024,7.4,33.8,170,"Cisco, Infosys, Google"
BMIT,Robotics and Automation Engineering,2023,8.9,46.8,58,"Safran, ISRO, Boeing"
BMIT,Robotics and Automation Engineering,2024,5.2,41.6,114,"ISRO, Airbus, Safran"
BMIT,Aerospace Engineering,2023,6.1,32.0,83,"DRDO, Safran, Airbus"
BMIT,Aerospace Engineering,2024,5.3,36.4,229,"ISRO, Boeing, Airbus"
BMIT,Chemical Engineering,2023,3.0,17.6,70,"Novartis, Cipla, Serum Institute"
BMIT,Chemical Engineering,2024,7.0,43.1,163,"Serum Institute, Cipla, Biocon"
KSIT,Computer Science and Engineering,2023,5.5,33.5,214,"Wipro, SAP Labs, TCS"
KSIT,Computer Science and Engineering,2024,6.2,14.7,206,"Adobe, Microsoft, TCS"
KSIT,Information Science and Engineering,2023,9.4,40.2,175,"L&T, BEL, Wipro"
KSIT,Information Science and Engineering,2024,4.6,13.2,150,"TCS, Adobe, Flipkart"
KSIT,Electronics and Communication Engineering,2023,9.5,29.4,160,"L&T, Siemens, HAL"
KSIT,Electronics and Communication Engineering,2024,8.5,53.4,147,"L&T, BEL, Bosch"
KSIT,Electrical and Electronics Engineering,2023,3.8,45.5,248,"GE, Siemens, Bosch"
KSIT,Electrical and Electronics Engineering,2024,9.2,23.5,133,"Siemens, BEL, Bosch"
KSIT,Mechanical Engineering,2023,3.9,17.9,119,"BEL, L&T, Siemens"
KSIT,Mechanical Engineering,2024,8.7,48.8,269,"HAL, ABB, L&T"
KSIT,Civil Engineering,2023,4.9,48.4,150,"HAL, L&T, Siemens"
KSIT,Civil Engineering,2024,6.0,32.0,193,"Siemens, GE, Tata Motors"
KSIT,Artificial Intelligence and Data Science,2023,7.5,42.4,248,"SAP Labs, TCS, Infosys"
KSIT,Artificial Intelligence and Data Science,2024,7.6,36.4,249,"Wipro, SAP Labs, Flipkart"
KSIT,Biotechnology,2023,4.6,26.7,118,"Biocon, Novartis, Pfizer"
KSIT,Biotechnology,2024,7.3,20.2,233,"Serum Institute, Cipla, Pfizer"
KSIT,Data Science,2023,8.6,26.8,295,"Amazon, Infosys, Microsoft"
KSIT,Data Science,2024,7.7,37.3,59,"Amazon, TCS, Google"
KSIT,Robotics and Automation Engineering,2023,3.1,14.5,151,"Airbus, ISRO, Boeing"
KSIT,Robotics and Automation Engineering,2024,5.6,29.7,130,"ISRO, Boeing, Airbus"
KSIT,Aerospace Engineering,2023,9.7,42.3,139,"Airbus, ISRO, Safran"
KSIT,Aerospace Engineering,2024,3.1,41.4,253,"Boeing, Airbus, DRDO"
KSIT,Chemical Engineering,2023,6.3,31.4,176,"Cipla, Serum Institute, Novartis"
KSIT,Chemical Engineering,2024,3.4,44.9,146,"Serum Institute, Cipla, Biocon"
YKCE,Computer Science and Engineering,2023,6.9,40.7,300,"Google, Amazon, Flipkart"
YKCE,Computer Science and Engineering,2024,9.9,30.9,115,"Wipro, SAP Labs, Infosys"
YKCE,Information Science and Engineering,2023,9.5,37.9,199,"Siemens, GE, Flipkart"
YKCE,Information Science and Engineering,2024,7.1,37.3,95,"Adobe, Amazon, Infosys"
YKCE,Electronics and Communication Engineering,2023,9.6,51.0,247,"HAL, BEL, Tata Motors"
YKCE,Electronics and Communication Engineering,2024,8.5,24.4,81,"Tata Motors, ABB, Bosch"
YKCE,Electrical and Electronics Engineering,2023,5.7,17.2,260,"Bosch, BEL, GE"
YKCE,Electrical and Electronics Engineering,2024,4.3,42.2,124,"ABB, GE, BEL"
YKCE,Mechanical Engineering,2023,6.4,15.6,154,"Tata Motors, HAL, BEL"
YKCE,Mechanical Engineering,2024,3.1,22.8,277,"Tata Motors, BEL, L&T"
YKCE,Civil Engineering,2023,3.6,26.3,209,"Bosch, ABB, BEL"
YKCE,Civil Engineering,2024,6.6,42.8,297,"Bosch, ABB, L&T"
YKCE,Artificial Intelligence and Data Science,2023,6.9,18.4,53,"Cisco, Flipkart, Infosys"
YKCE,Artificial Intelligence and Data Science,2024,5.0,27.2,286,"SAP Labs, Flipkart, Wipro"
YKCE,Biotechnology,2023,9.1,23.9,59,"Cipla, Biocon, Serum Institute"
YKCE,Biotechnology,2024,6.2,39.5,138,"Novartis, Serum Institute, Pfizer"
YKCE,Data Science,2023,6.7,45.3,221,"Cisco, Adobe, Wipro"
YKCE,Data Science,2024,7.6,46.6,168,"SAP Labs, Google, Cisco"
YKCE,Robotics and Automation Engineering,2023,7.8,51.3,142,"ISRO, Safran, Airbus"
YKCE,Robotics and Automation Engineering,2024,8.6,34.6,268,"DRDO, Safran, ISRO"
YKCE,Aerospace Engineering,2023,5.7,44.4,164,"Boeing, ISRO, Safran"
YKCE,Aerospace Engineering,2024,8.3,17.3,157,"Airbus, Safran, Boeing"
YKCE,Chemical Engineering,2023,7.5,30.4,109,"Pfizer, Biocon, Cipla"
YKCE,Chemical Engineering,2024,5.8,41.2,286,"Novartis, Cipla, Serum Institute"
RIT,Computer Science and Engineering,2023,4.4,23.4,83,"Cisco, Adobe, Wipro"
RIT,Computer Science and Engineering,2024,8.3,37.4,209,"Google, Cisco, Amazon"
RIT,Information Science and Engineering,2023,6.4,32.0,203,"Tata Motors, Infosys, Cisco"
RIT,Information Science and Engineering,2024,7.3,26.9,287,"Bosch, Siemens, Tata Motors"
RIT,Electronics and Communication Engineering,2023,9.7,30.4,250,"Tata Motors, Bosch, HAL"
RIT,Electronics and Communication Engineering,2024,3.0,41.4,167,"HAL, Tata Motors, GE"
RIT,Electrical and Electronics Engineering,2023,8.6,16.7,91,"L&T, BEL, Tata Motors"
