Round,College,Branch,Category,Cutoff_rank,Exam,Year,Tuition_Fee,Hostel_Fee,Misc_Fee,OneTime_Fee,Total_First_Year,Total_Annual,Scholarship_Eligible,Avg_Package_LPA,Max_Package_LPA,NIRF_Rank,Top_Companies
Mock,VVIT,ELECTRONICS AND COMMUNICATION ENGINEERING,3A,7672,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRONICS AND COMMUNICATION ENGINEERING,3B,8987,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRONICS AND COMMUNICATION ENGINEERING,EWS,8366,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRONICS AND COMMUNICATION ENGINEERING,GMK,8481,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,GM,9145,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,OBC,12440,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,SC,18101,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,20597,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,1G,12198,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,2A,12671,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,2B,12470,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,3A,11664,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,3B,10687,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,EWS,11479,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ELECTRICAL AND ELECTRONICS ENGINEERING,GMK,12244,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,GM,16192,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,OBC,18330,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,SC,23676,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,ST,26120,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,1G,18067,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,2A,17624,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,2B,18251,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,3A,16857,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,3B,16169,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,EWS,16372,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,MECHANICAL ENGINEERING,GMK,17293,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,GM,18550,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,OBC,20164,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,SC,26224,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,ST,28223,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,1G,21359,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,2A,20232,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,2B,21405,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,3A,20052,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,3B,19455,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,EWS,18704,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,CIVIL ENGINEERING,GMK,19596,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GM,8043,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,OBC,10079,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SC,14921,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,16411,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,1G,9302,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2A,10013,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2B,9455,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3A,9444,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3B,8090,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,EWS,7977,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GMK,9731,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,GM,19721,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,OBC,22538,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,SC,27863,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,ST,30958,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,1G,23825,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,2A,21526,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,2B,21744,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,3A,20889,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,3B,22357,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,EWS,22104,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,BIOTECHNOLOGY,GMK,21538,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,GM,7542,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,OBC,10463,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,SC,14856,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,ST,16790,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,1G,9915,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,2A,8446,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,2B,10043,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,3A,9318,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,3B,9010,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,EWS,8851,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,DATA SCIENCE,GMK,9161,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,GM,9080,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,OBC,11390,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,SC,15956,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,ST,17592,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,1G,11927,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,2A,9337,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,2B,11468,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,3A,8951,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,3B,9752,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,EWS,9621,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,VVIT,ROBOTICS AND AUTOMATION ENGINEERING,GMK,9559,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,GM,2995,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,OBC,5307,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,SC,10301,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,ST,12715,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,1G,5427,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,2A,5096,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,2B,5962,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,3A,3722,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,3B,4721,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,EWS,4823,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,COMPUTER SCIENCE AND ENGINEERING,GMK,5009,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,GM,5646,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,OBC,7783,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,SC,13153,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,ST,14242,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,1G,8653,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,2A,7660,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,2B,6630,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,3A,6847,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,3B,7007,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,EWS,6054,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,INFORMATION SCIENCE AND ENGINEERING,GMK,5700,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,GM,7136,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,OBC,9199,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,SC,15187,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,16007,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,1G,9689,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,2A,8044,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,2B,9036,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,3A,8218,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,3B,8855,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,EWS,7802,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRONICS AND COMMUNICATION ENGINEERING,GMK,7752,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,GM,9609,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,OBC,11732,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,SC,18291,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,19789,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,1G,13322,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,2A,12486,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,2B,12524,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,3A,11358,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,3B,12315,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,EWS,10718,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ELECTRICAL AND ELECTRONICS ENGINEERING,GMK,12334,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,GM,15160,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,OBC,17227,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,SC,23966,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,ST,25342,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,1G,17535,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,2A,16766,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,2B,17358,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,3A,17202,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,3B,17098,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,EWS,17360,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,MECHANICAL ENGINEERING,GMK,15957,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,GM,18808,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,OBC,19737,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,SC,25285,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,ST,28205,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,1G,21937,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,2A,19594,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,2B,21509,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,3A,19544,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,3B,20052,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,EWS,19290,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,CIVIL ENGINEERING,GMK,20897,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GM,6506,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,OBC,10519,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SC,15199,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,18069,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,1G,10289,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2A,9741,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2B,9077,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3A,9431,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3B,8286,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
Mock,BITM,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,EWS,7874,KCET,2025,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown
